Pressure_psi,Depth_ft,Temperature_F,Retarder_pct,Density_ppg,ThickeningTime_hr
7690.02,5533.52,204.98,0.367,14.93,8.09
3865.67,6950.42,275.32,1.227,13.35,9.65
2692.66,8308.39,288.17,0.527,14.39,9.23
6342.28,8909.56,186.12,1.626,12.76,12.74
5339.09,11385.66,161.71,0.817,13.88,10.26
6909.46,9057.91,205.39,2.343,17.55,11.03
2440.76,7416.35,248.8,1.777,16.61,11.25
3154.07,13622.74,260.17,2.162,13.71,11.19
4422.97,5825.87,270.38,0.546,14.34,8.63
2125.49,13244.68,179.09,1.411,13.29,11.34
4953.58,14795.55,287.92,2.093,15.29,10.52
6847.6,6027.59,265.31,0.682,14.58,7.98
6076.9,14125.03,211.94,2.039,12.11,11.94
2661.12,8020.01,227.31,1.478,14.54,10.48
3822.48,9345.53,203.79,0.106,16.33,7.54
3557.32,5683.98,293.01,0.847,15.66,8.12
3642.24,9880.9,289.01,0.19,14.38,7.21
4528.21,13429.21,241.56,1.758,13.52,11.06
4482.26,6311.51,261.99,2.132,14.8,11.34
3878.36,8289.39,188.85,1.814,15.36,11.8
4436.97,5929.72,281.81,0.572,16.84,7.65
4330.01,6320.18,219.92,1.066,14.63,9.69
3238.92,9897.71,179.79,1.521,17.56,9.63
2737.44,8997.03,240.25,0.939,17.2,9.08
4686.84,8181.74,202.84,0.295,17.59,8.17
3851.92,6894.09,153.53,0.228,16.61,8.7
2579.59,5044.3,261.17,2.182,14.39,11.77
3031.39,10000.36,219.31,2.463,14.82,11.41
4750.66,11218.84,294.96,1.935,13.66,10.75
3097.83,6710.42,182.59,0.449,15.62,9.31
6056.38,7615.88,183.37,2.332,17.71,11.36
6175.45,10027.05,294.68,1.876,13.95,10.59
7603.9,5893.16,254.3,2.321,12.19,12.29
2563.99,11615.76,264.5,1.232,12.53,10.26
4352.93,8753.23,276.07,1.492,14.45,10.39
3858.01,14668.11,235.62,2.403,16.6,11.71
3326.01,12871.71,271.4,0.703,12.98,8.96
5761.29,5164.27,269.32,1.557,12.72,10.56
5453.6,14233.49,178.31,0.464,12.71,10.3
2976.23,8377.56,193.45,0.139,13.99,8.12
6316.8,7361.57,254.64,2.226,17.53,10.48
4737.2,6159.07,180.03,2.104,16.69,12.42
5488.41,8782.03,251.25,0.165,16.31,7.39
2920.23,6976.88,169.3,2.271,14.89,13.08
5978.34,7786.07,259.49,2.074,14.15,10.56
6227.2,10604.9,275.14,1.662,12.35,11.15
5938.64,12576.92,251.56,1.026,17.2,7.74
3813.22,14927.74,255.45,0.897,16.01,7.92
6470.99,13639.08,183.48,0.468,17.78,7.87
7393.66,7952.53,227.18,0.768,12.63,10.46
4509.85,5618.7,267.21,2.458,13.64,12.02
4770.12,14370.97,273.68,0.283,12.09,7.57
4870.45,14608.82,238.63,1.612,14.68,10.36
6495.51,8736.39,285.65,2.221,13.61,11.49
3129.77,11744.0,256.85,0.872,17.19,7.97
7387.74,11103.73,274.77,1.129,15.36,8.5
2802.31,11368.54,264.41,0.583,14.45,8.41
6405.12,6179.6,287.39,2.158,17.22,10.46
6236.82,11451.3,276.98,2.114,17.12,10.26
3988.7,14903.72,246.46,2.309,14.41,11.63
7663.15,13982.24,235.36,1.784,12.19,11.65
6835.36,8380.61,166.59,1.245,12.43,12.15
7604.2,12373.76,206.01,0.589,17.28,7.33
7481.74,12225.33,215.53,0.9,12.03,9.98
4046.69,11656.31,183.23,1.234,16.81,10.34
4552.75,11100.62,155.2,0.925,15.13,10.67
2104.37,11255.24,271.05,0.481,12.57,8.88
3179.12,10417.57,298.88,1.489,15.36,9.46
5852.06,10005.74,238.1,0.751,12.98,9.25
7580.85,9000.53,287.41,1.176,14.59,8.84
6184.32,9858.2,263.17,1.424,12.51,10.27
5843.28,11142.79,153.56,0.409,16.46,8.78
5407.04,14108.78,270.36,0.306,15.07,7.34
2165.86,10163.43,240.49,1.701,16.69,10.15
3874.83,9461.01,183.07,0.702,15.13,9.75
3083.91,6945.88,157.4,1.166,16.66,10.84
3982.69,12677.74,166.64,0.328,15.22,9.36
5200.88,10181.68,249.14,0.504,15.87,7.78
5943.33,11625.52,199.7,0.698,14.09,10.06
5311.06,8265.78,297.59,1.3,15.79,8.29
3354.67,5660.87,160.66,1.657,17.45,10.5
4160.25,7378.95,222.93,0.174,17.7,7.04
5168.5,10884.73,158.8,0.355,16.39,9.88
4902.71,13908.66,177.7,1.259,16.98,10.13
5365.17,5173.65,194.98,0.288,14.12,9.04
6396.53,12088.07,255.62,0.32,13.96,7.91
7694.53,14748.1,263.43,1.736,16.81,10.15
6240.03,6415.03,285.49,0.313,17.27,6.86
4236.21,6855.08,162.23,2.228,13.92,12.82
5260.25,9048.2,299.43,2.425,14.65,10.81
6711.69,5805.89,209.71,0.865,12.4,9.64
5357.84,12057.29,255.2,0.851,13.24,8.74
4281.96,13537.85,234.03,1.446,14.0,10.67
2169.11,5782.79,226.66,1.665,13.53,11.7
4507.61,6024.29,212.6,0.341,17.08,7.48
4502.75,12062.56,258.04,1.424,12.36,9.79
7532.85,14963.67,290.55,0.927,17.51,8.17
6174.16,12816.97,165.21,2.431,17.97,12.06
6126.96,13038.02,285.47,1.99,13.36,10.8
7561.43,11258.15,207.57,1.787,12.15,11.47
7896.77,6671.92,205.11,1.097,13.26,11.08
7205.91,11408.79,286.0,1.623,12.55,11.16
3204.51,6812.53,164.21,0.328,13.94,9.82
2334.25,10953.9,240.83,0.59,12.88,8.54
3008.58,9960.86,190.66,1.697,17.03,10.87
2450.85,11770.11,169.02,2.212,17.15,12.04
7395.56,7988.83,200.28,1.361,16.2,10.15
5165.65,11791.31,210.05,1.365,17.55,8.87
7691.28,8116.33,214.8,1.316,14.63,10.01
5931.06,7223.22,184.7,0.269,17.33,8.48
4193.23,6561.86,293.81,0.709,17.2,7.84
4088.94,9027.83,156.89,0.129,14.14,9.26
2537.69,11523.8,216.37,1.292,13.89,11.23
3478.04,8525.24,294.85,2.432,16.68,10.15
4056.14,12123.98,295.81,1.582,15.51,10.48
5148.7,8128.98,176.19,2.103,15.81,11.96
6319.15,5789.91,277.05,1.853,13.55,11.21
5173.26,8881.12,217.47,0.984,17.83,8.34
3998.63,6214.8,286.36,0.127,14.18,8.34
3051.43,11515.99,198.11,0.409,16.73,8.31
6311.4,8516.43,172.15,1.669,15.08,10.83
6491.26,9704.67,184.83,1.234,17.02,11.14
2523.6,13607.83,279.05,1.195,15.04,9.32
7830.26,12665.27,222.73,1.878,17.6,10.5
3057.75,8174.41,259.52,1.257,15.66,9.02
3338.85,6646.42,193.94,0.666,14.39,10.26
4297.07,11161.68,167.19,0.251,14.44,8.53
7370.96,13688.18,203.8,1.749,16.77,10.25
4118.93,10982.88,296.95,1.494,14.55,9.13
3004.04,5310.97,259.31,0.953,13.05,9.6
7684.09,12767.15,197.72,1.0,13.81,10.38
3597.1,10270.43,238.87,1.939,17.69,9.61
4160.95,13683.48,156.67,0.112,16.37,8.89
2566.51,11545.44,253.63,1.302,17.97,7.8
7331.07,6521.73,155.29,2.304,17.54,12.52
2116.65,13196.32,275.35,2.353,13.09,11.98
5997.47,13890.5,201.93,2.199,15.98,11.54
6618.94,13473.08,174.77,2.261,16.16,12.39
5155.36,5723.77,239.38,0.208,15.18,8.01
5440.68,13188.65,174.0,1.917,17.51,11.57
2905.65,5309.72,174.85,1.394,16.15,11.28
6879.47,6612.11,271.52,2.105,16.27,10.92
3826.42,5141.9,219.74,0.253,13.61,9.5
2972.01,14018.87,218.13,1.122,15.51,9.57
2135.27,5906.91,220.9,1.454,13.51,10.37
6713.4,10703.4,191.04,1.093,14.32,10.88
2972.97,10499.33,178.46,1.276,12.62,12.5
6501.42,12300.72,233.56,1.283,12.98,11.62
2967.74,7597.5,254.65,2.182,12.28,12.41
6873.15,5911.55,294.75,0.63,13.66,8.93
4059.82,14643.03,287.03,1.725,15.48,9.92
5530.47,14167.11,153.35,0.935,13.14,11.38
5384.67,6008.7,245.76,1.883,17.14,9.79
5546.87,9077.08,280.87,2.14,14.37,10.0
4170.13,14891.44,211.85,1.76,12.33,12.09
5423.84,7060.62,151.86,0.619,15.31,9.98
2931.77,10566.19,275.29,1.143,13.45,8.3
2237.14,13637.79,159.73,1.286,14.29,11.8
5535.11,14986.8,220.27,0.72,17.78,8.07
5017.23,5904.25,242.15,0.443,15.88,8.01
5786.72,12358.9,262.67,0.799,16.15,9.08
7993.93,5780.29,212.09,0.853,16.74,7.82
5363.48,13783.06,154.63,0.13,15.85,9.33
6652.58,5103.0,188.87,0.939,15.05,10.49
3582.18,6317.85,231.27,0.117,12.67,8.04
3226.16,11555.94,174.25,1.931,16.79,11.88
2472.67,7590.12,192.61,1.751,15.41,11.68
4599.62,12980.36,284.8,0.728,15.89,7.58
7287.29,7863.55,283.04,0.872,16.24,8.13
2280.82,5648.68,280.06,0.958,15.35,8.53
6082.1,12452.43,266.12,0.988,12.92,9.27
3246.43,10077.97,263.28,2.245,13.17,10.29
5082.0,6151.11,292.96,0.348,13.15,8.46
3765.87,13754.97,203.85,1.933,16.23,10.55
6707.1,9262.45,200.26,1.139,12.08,10.91
2630.47,13539.82,243.5,1.704,17.98,10.42
4118.1,7260.62,176.42,0.602,17.05,9.66
6869.14,14097.67,188.5,0.894,14.0,9.74
2359.24,6805.24,216.45,1.689,13.42,11.67
5853.69,5170.07,261.55,0.687,13.49,9.19
6087.07,10187.15,169.17,1.584,14.29,11.32
2815.48,7520.9,179.81,2.496,13.46,14.15
7426.98,13164.08,228.39,1.385,16.18,9.34
5884.67,14510.66,290.89,1.015,17.04,8.2
6667.5,10342.23,289.97,1.51,17.3,7.8
3227.63,11072.64,294.5,0.991,15.41,8.53
3490.61,14591.22,196.13,1.88,17.82,10.18
3954.7,5438.22,179.98,0.12,17.96,7.66
4759.39,8172.9,279.43,1.987,15.6,10.15
4299.99,6216.92,278.15,1.845,17.48,8.93
3086.54,12621.38,169.34,0.425,17.12,9.27
5398.2,7834.87,263.33,1.356,13.47,9.66
5626.29,11439.65,177.38,2.42,12.5,13.63
2174.64,14676.21,257.91,0.333,16.98,6.3
5942.4,6943.88,252.81,1.072,17.51,8.14
7557.25,6909.75,297.89,2.304,14.96,10.15
3209.62,7942.04,167.58,2.058,15.69,12.56
3817.26,13444.41,219.26,0.554,13.97,8.76
7086.15,11290.65,279.02,2.384,12.82,10.85
4289.29,11438.51,265.41,1.109,13.74,9.76
2874.6,5318.83,188.37,1.013,12.75,11.78
6274.64,10457.06,221.59,1.762,14.19,10.83
5183.88,10585.02,205.96,1.117,13.54,10.67
6290.64,11086.15,298.08,1.518,12.66,9.73
6565.05,9230.18,208.8,0.91,12.38,9.93
7407.44,5441.52,294.05,2.44,15.34,10.21
4856.39,6176.19,299.32,2.313,14.84,10.67
7921.68,12273.76,272.49,2.149,13.8,10.36
2362.22,5629.92,220.52,0.163,15.67,8.21
4373.72,9277.36,185.5,1.575,12.04,12.33
7940.2,13358.9,228.61,0.41,14.5,8.28
7631.44,12458.18,212.38,1.848,16.42,10.06
2014.23,14913.04,232.72,0.558,13.64,8.93
4918.82,8361.01,237.89,2.261,12.05,11.95
7247.96,7187.84,287.97,1.885,14.65,10.61
5541.13,6568.84,268.5,2.204,17.14,11.41
4312.24,11153.31,283.09,1.891,13.66,10.82
7812.64,6454.45,151.15,0.841,16.43,10.22
3402.01,14507.08,258.21,1.729,14.56,10.14
6897.42,11308.63,196.31,1.394,16.82,10.21
6264.41,9341.89,236.69,2.291,17.98,11.1
3257.87,11773.43,250.53,2.325,12.9,11.57
6502.64,13283.95,239.13,0.83,17.03,8.36
7029.06,10767.45,275.33,1.657,13.69,9.87
5388.69,8165.7,202.71,1.676,13.77,11.08
3850.96,8144.12,249.79,0.458,12.99,9.02
5278.19,5292.9,293.67,1.848,15.78,9.84
4769.42,11718.46,246.67,1.658,13.28,10.92
4526.37,6373.33,241.32,1.313,16.41,9.86
2579.78,9863.38,184.15,2.319,17.85,11.37
4737.83,8979.66,253.93,0.57,14.38,8.11
5153.47,7286.23,275.22,2.221,17.57,10.36
5133.45,8219.13,250.36,2.203,13.05,11.33
3589.59,6448.47,207.26,0.657,16.59,8.52
2313.44,9341.68,231.31,1.807,12.56,11.03
2575.15,6051.13,247.89,1.523,13.16,10.1
4511.19,14607.06,210.81,2.442,16.6,12.41
4622.14,8432.33,276.04,1.599,15.15,9.89
3256.63,12557.59,205.17,1.923,13.78,10.89
6658.71,7876.32,248.67,2.362,12.83,12.53
5312.82,12080.91,267.98,2.276,12.06,12.88
3398.56,10840.65,163.3,1.529,15.65,10.97
5559.02,6814.35,163.61,1.498,14.27,11.11
2557.61,9786.4,269.05,2.317,14.81,10.96
2489.05,12156.53,230.25,1.598,13.94,9.95
6070.51,7076.88,159.0,1.259,13.47,11.93
3474.2,6448.71,246.74,1.884,14.61,11.2
2581.08,9502.06,267.58,2.225,16.54,10.44
6817.65,6430.47,229.05,1.175,12.99,11.39
3594.78,11136.86,277.55,2.157,13.25,10.73
5846.53,12402.72,176.28,0.145,12.0,9.63
2186.54,9449.56,172.93,0.364,16.77,10.04
3079.23,10014.68,198.11,1.161,12.16,10.84
3143.88,9749.22,191.35,0.618,14.53,10.15
2453.42,14910.65,166.05,2.112,16.56,11.44
6702.12,8189.99,235.17,1.129,14.62,10.6
6594.01,5819.9,265.05,0.615,13.92,8.65
3118.66,14094.16,208.54,1.086,17.17,8.66
6176.66,7307.27,180.72,1.554,13.64,11.29
4386.52,12048.39,156.29,0.807,16.71,9.06
5760.69,12228.6,275.38,0.122,16.48,7.24
7381.47,14677.92,203.92,1.332,16.64,9.92
6801.78,8675.48,296.93,0.401,12.94,6.77
6227.66,11766.35,184.58,0.331,15.76,7.48
5715.97,11298.62,214.04,1.336,12.7,10.43
4969.59,14425.68,150.25,0.67,12.68,11.26
7760.14,11346.43,265.11,0.869,14.09,8.5
7618.11,7972.34,284.68,2.145,15.12,10.86
5593.29,10832.32,202.81,1.278,15.26,10.15
4804.01,11353.05,255.82,0.35,14.51,7.51
4459.89,6511.67,297.93,0.724,16.9,8.48
3349.36,14537.11,200.56,1.091,13.19,10.14
4190.44,14285.44,222.38,2.228,16.83,11.49
2945.88,7496.62,283.51,1.815,12.92,10.37
5884.61,9384.0,231.68,0.972,14.33,10.21
6195.45,6860.75,161.86,0.101,15.32,8.83
3085.56,9085.11,191.77,0.406,16.87,8.45
6253.31,7265.4,264.45,2.136,13.76,11.01
7017.43,14684.57,249.97,1.092,15.78,8.8
2195.29,14145.48,195.0,2.221,13.93,12.22
5449.81,12672.87,197.45,0.418,14.09,9.01
3834.41,5144.18,198.08,1.535,14.75,10.61
5060.61,6945.43,259.55,2.499,12.45,12.86
3912.44,13713.18,296.34,0.772,15.5,7.47
3158.46,9850.89,229.37,1.946,17.52,9.62
7859.44,10061.17,192.34,0.478,15.91,9.06
2076.75,11028.6,159.92,0.107,17.34,8.21
5563.26,10264.5,262.15,1.531,17.74,9.58
2633.18,13714.65,183.23,1.724,17.71,10.27
7418.99,5182.22,269.6,0.384,16.71,7.52
4427.95,7031.6,166.44,0.778,14.1,10.44
3159.38,8968.68,206.51,0.427,14.8,8.21
5326.39,13333.02,228.97,1.613,17.63,10.1
4554.72,9828.98,189.08,2.352,14.87,13.71
3549.1,14041.3,257.0,2.143,12.29,11.23
2831.18,8694.47,166.24,1.766,15.08,10.84
3507.86,11305.74,235.42,0.313,16.95,8.07
6321.98,11953.48,221.77,2.441,15.56,12.37
7990.54,12238.06,266.24,0.878,14.06,9.03
2012.05,9787.48,234.69,1.543,12.22,11.22
2179.22,14947.79,200.61,0.842,12.5,10.5
7329.91,11121.73,241.83,1.901,13.38,11.86
6605.35,10814.2,211.19,1.363,15.14,11.12
5333.3,12004.78,242.56,1.863,17.16,10.83
5879.32,13130.37,208.23,0.92,13.67,10.13
2303.01,7218.27,196.77,1.321,14.66,10.35
3232.51,11381.14,290.25,1.47,13.03,9.71
5040.3,8023.46,231.05,1.279,16.41,9.39
4359.02,14543.09,271.27,1.728,16.05,9.55
5492.13,9211.07,265.99,1.481,16.12,8.39
7206.2,9333.84,221.78,0.897,16.48,9.08
7301.31,12475.21,253.08,0.611,15.89,7.88
6411.25,6063.39,249.55,0.624,12.52,9.89
6875.56,13276.62,223.49,0.439,16.17,8.5
5686.85,13657.61,266.15,0.667,17.3,7.4
5269.86,5644.26,288.63,0.488,13.5,8.2
3106.43,10668.16,197.57,2.159,14.35,12.43
3800.23,10707.34,168.13,0.262,13.95,9.57
4615.91,5031.69,270.45,1.427,17.23,8.31
2341.24,5165.62,263.22,0.804,15.93,8.25
4819.64,9729.29,204.05,1.959,14.26,11.92
4294.15,6785.12,209.45,1.687,15.13,11.89
5770.06,12857.83,242.47,0.735,15.38,8.45
6490.06,8175.52,182.21,2.477,17.08,11.73
3442.87,9113.79,232.04,0.755,15.43,9.54
6522.26,14147.51,153.84,1.749,13.62,12.0
7748.51,7132.64,211.46,0.25,13.12,8.42
7981.43,5950.56,154.34,0.46,17.65,8.58
3086.32,12884.34,186.08,1.997,16.47,10.97
7966.97,5425.35,281.08,0.277,14.07,8.08
2840.27,9965.25,189.43,0.214,17.06,7.63
6928.03,10259.66,205.31,1.705,17.31,10.29
2649.0,13816.69,252.39,0.717,16.05,8.3
5812.77,12823.06,252.97,0.934,15.1,9.0
5760.55,12069.01,289.06,1.864,12.38,11.06
4000.58,10640.0,165.11,0.844,17.39,9.22
7856.75,14642.74,213.25,1.649,15.04,10.18
3972.35,8658.78,211.62,1.048,16.65,9.21
4302.21,8866.43,272.53,1.518,16.0,10.13
2327.26,5282.45,188.63,1.797,17.0,11.29
3708.76,6106.79,270.61,1.598,15.14,10.38
3549.53,6508.68,161.93,2.071,15.45,12.61
2474.34,10333.5,228.93,2.348,16.38,11.85
6756.77,7699.24,182.5,0.328,13.35,9.63
2977.45,7709.35,157.35,1.513,17.69,10.71
3498.12,11733.02,150.56,1.98,14.85,12.75
7667.15,8537.05,278.18,1.447,12.87,10.54
4907.57,7995.54,265.79,0.601,12.38,9.01
7688.28,11885.95,233.63,1.273,14.3,9.86
2407.76,12283.77,187.45,1.04,16.4,9.73
4692.73,6517.7,266.77,0.643,17.37,8.14
4700.19,6741.6,286.25,1.698,12.93,10.26
2876.83,7281.8,196.9,2.185,16.61,11.65
2537.4,10415.67,279.07,1.006,15.43,9.01
7705.19,14074.25,243.98,1.426,13.9,10.82
7120.53,13426.71,295.44,1.288,15.22,9.08
3227.43,9843.28,155.7,0.862,14.78,10.61
4466.44,6621.68,201.59,2.062,12.06,11.96
4938.04,7605.47,175.31,0.333,16.74,8.65
5098.45,6637.52,171.55,1.42,12.62,11.34
6287.74,9222.5,181.95,1.574,13.77,11.89
7094.27,5205.12,208.82,0.468,12.3,9.51
6976.03,13633.47,194.35,0.929,16.88,9.59
5211.17,14967.55,280.63,0.993,15.84,8.84
7613.65,12093.38,259.55,2.493,16.88,11.74
3776.2,12867.33,269.48,0.787,17.61,6.5
3474.31,6144.88,258.24,1.196,17.39,8.84
6047.34,13657.0,237.67,1.523,17.22,8.96
5493.56,8565.5,259.54,2.042,16.46,10.84
2781.78,6650.45,266.88,1.539,13.95,10.36
6968.71,9461.83,264.84,2.204,12.83,11.44
3519.42,6179.53,206.97,1.042,14.65,9.69
3154.98,6542.1,285.7,1.699,13.51,10.45
5814.0,14335.76,203.82,1.562,13.4,11.85
7961.68,9221.75,161.66,2.036,12.13,13.31
2845.24,13231.63,236.22,1.08,14.12,9.39
5668.9,10563.99,183.36,1.967,15.18,11.98
3201.1,5332.79,283.44,1.475,14.32,10.23
7742.53,5019.76,203.11,0.641,15.81,7.36
3609.51,9941.66,228.45,2.091,15.93,12.08
5825.07,11539.83,297.53,0.246,14.78,6.44
2284.82,8534.56,223.32,2.398,12.11,13.57
3857.16,11620.12,251.4,2.259,12.57,11.89
6508.61,5546.84,247.18,1.887,12.83,12.18
2981.63,5880.52,150.83,0.313,15.13,9.09
4509.97,9204.38,173.05,0.796,16.87,10.4
3167.83,11193.58,231.04,1.26,13.28,10.64
4716.11,11836.8,267.99,2.323,12.22,12.87
7473.65,5814.42,226.86,0.525,17.87,8.62
7613.65,12289.57,242.68,0.105,13.11,8.27
6984.52,13525.84,246.22,1.854,17.47,9.86
3321.91,12636.34,241.8,0.186,13.08,8.36
6348.06,11128.85,275.14,2.002,13.79,11.07
2368.47,13789.1,266.27,1.825,12.79,11.26
6169.78,7432.93,155.6,1.126,13.48,11.47
3421.66,13814.64,178.28,0.708,16.95,8.03
6983.09,7741.89,259.58,2.185,14.32,10.73
6440.58,6906.72,222.47,0.29,15.48,7.97
6686.92,7390.88,239.08,1.578,17.97,8.72
2253.33,8781.81,263.93,0.857,17.36,7.37
3789.57,13805.5,193.21,0.361,12.22,9.59
7985.79,6303.53,247.25,0.168,14.87,8.05
6913.12,7435.92,240.85,2.123,12.38,11.89
7944.88,9783.74,224.23,1.566,15.43,10.29
3429.45,12358.73,267.93,2.138,14.55,11.04
6060.29,12430.84,244.85,2.449,13.84,12.2
3804.13,9151.68,279.88,0.704,16.95,7.95
7143.58,12916.86,154.7,2.473,12.78,13.99
5443.62,8253.88,251.83,1.436,14.66,9.13
6896.7,7226.24,180.0,1.037,16.97,9.42
4356.29,14043.56,201.32,0.939,13.08,10.71
4206.25,13971.45,262.08,1.791,16.79,10.33
7285.56,8121.4,173.22,0.61,15.15,10.06
7364.89,9905.21,180.53,1.725,12.09,12.69
4495.78,9696.43,273.17,2.33,14.78,12.66
7560.65,8058.85,238.87,1.975,14.26,10.72
3437.0,9099.38,152.7,0.114,15.59,9.84
2029.78,14821.42,270.44,1.995,17.96,9.87
7668.75,14605.36,153.77,2.239,15.74,12.96
7399.12,6727.34,230.76,1.303,14.0,10.27
4594.44,5479.07,218.11,1.895,15.93,10.68
7758.7,6729.57,213.26,2.463,14.99,11.51
2132.24,5447.35,217.53,0.712,16.42,8.25
6013.84,8689.48,295.56,0.165,17.57,6.66
2067.6,9951.02,299.31,1.28,12.28,9.57
7924.72,9826.45,220.64,0.271,13.82,9.35
4013.12,6664.55,247.3,1.282,16.45,9.08
7616.96,5418.09,172.76,1.567,14.6,11.86
3238.23,10204.35,298.67,1.562,17.29,7.72
4438.45,7711.22,168.29,1.882,16.24,10.99
2232.32,7237.72,298.89,1.48,16.75,7.69
3140.62,11840.42,156.17,2.236,17.89,12.41
3569.13,8153.64,216.7,1.259,14.08,10.19
3930.59,12885.92,243.49,1.285,14.78,9.76
6229.11,14024.35,193.18,1.851,17.25,10.33
5019.43,7167.21,218.52,2.159,16.28,11.6
6675.73,11172.25,246.85,2.478,13.58,12.47
5321.6,6545.0,152.16,0.516,14.75,9.28
2449.65,14222.46,214.63,2.063,14.95,12.37
2843.73,12360.52,248.6,0.873,12.81,9.85
5521.01,6545.63,291.26,0.27,16.65,7.43
4015.56,9266.98,232.28,1.044,16.93,8.71
6037.25,10564.97,268.02,1.827,14.07,10.27
3763.03,10461.07,295.74,1.64,13.02,10.22
5411.94,5678.81,173.73,0.438,17.42,8.84
6346.23,9155.39,231.27,2.491,16.7,11.61
6079.54,11900.17,162.45,0.349,13.55,9.95
3824.18,5915.28,197.49,2.205,17.62,10.92
5424.18,8408.07,193.29,1.832,15.89,11.31
6767.58,9178.77,163.08,0.141,17.87,8.3
4000.13,11377.47,155.93,2.09,13.06,12.29
5150.22,12506.42,294.26,1.63,14.21,9.86
6584.1,7439.09,218.8,0.72,13.44,9.92
3883.28,10784.93,267.84,0.658,13.26,8.69
2810.43,14565.81,252.32,0.333,16.63,7.48
2432.07,8856.25,239.96,1.827,12.46,11.35
5939.78,10443.56,222.84,1.628,13.2,11.55
6565.22,9053.9,169.71,2.063,15.96,12.54
2963.06,12019.42,246.52,1.381,12.53,9.85
3559.43,6277.87,245.58,0.489,15.55,7.91
7244.47,7652.25,185.75,0.609,12.31,9.93
4729.26,11886.86,250.94,2.056,16.08,10.92
7845.15,6288.09,162.74,1.232,14.34,11.76
5924.89,10418.11,172.89,1.92,16.99,11.01
2009.32,9962.98,233.09,2.25,16.14,10.67
5182.76,8224.29,280.79,1.512,14.87,9.93
2771.12,13525.46,218.32,1.686,17.49,10.33
5070.72,12354.1,299.32,2.01,16.24,9.23
7556.63,9155.72,263.43,1.57,17.9,8.68
7595.24,5458.78,172.46,1.08,15.34,9.88
4551.23,13566.63,230.93,1.234,16.53,10.01
5499.41,13377.3,186.12,0.607,17.11,8.24
2693.49,5660.1,258.6,1.343,17.96,8.76
3119.91,14490.66,197.72,0.136,12.1,9.24
3065.92,14247.54,157.25,1.178,15.22,10.08
4090.31,9939.91,241.48,1.361,12.3,11.59
7468.89,8385.56,291.78,1.732,12.33,10.33
2732.65,8152.03,237.4,1.54,17.68,9.5
5653.2,5229.68,168.61,1.496,13.03,12.09
2324.27,11304.94,268.55,0.582,16.1,6.71
2518.98,9738.46,175.27,1.265,12.35,10.41
5503.96,5394.44,184.86,1.824,16.03,11.14
7578.29,7739.61,280.87,2.489,16.72,10.82
3227.9,6869.75,205.08,1.349,14.04,11.62
3595.65,14832.11,198.88,0.636,16.61,9.56
3829.87,7171.04,278.46,0.242,13.61,8.05
5035.16,9348.88,228.31,2.205,15.65,11.91
7268.1,9666.2,243.9,1.137,17.09,7.98
7078.2,7080.43,163.61,0.176,12.68,9.74
7294.16,8418.65,177.89,0.907,13.62,10.39
7462.09,5804.21,293.59,1.667,12.87,11.39
6768.88,9244.8,203.76,0.409,13.47,8.89
4064.03,14664.91,205.48,2.004,13.98,11.58
5508.9,14625.07,276.77,1.887,13.13,11.51
3316.49,9196.06,174.45,0.148,14.01,9.0
7127.69,13063.24,273.61,1.792,13.6,10.84
3012.09,13725.34,226.53,1.834,17.07,10.5
4102.8,7613.86,229.15,2.095,12.96,13.25
2283.42,13349.99,214.66,1.733,14.75,11.42
5363.63,12414.75,164.23,2.264,17.43,11.88
4581.69,5249.74,219.6,0.696,12.19,10.3
6539.46,8579.37,230.85,0.303,17.26,7.65
2773.23,9518.9,209.41,1.423,14.31,9.94
4753.21,14650.41,249.71,1.349,15.16,9.79
4562.94,11018.92,239.02,1.467,13.6,10.8
5231.31,13987.87,248.89,0.878,13.47,9.37
6371.38,9206.3,191.5,0.976,14.67,9.2
5792.08,14072.24,206.07,2.169,15.92,11.64
4127.28,6097.68,184.0,0.399,12.46,8.67
7665.77,14237.69,234.25,0.201,12.73,8.52
5793.67,5336.61,292.43,1.384,14.12,9.46
5550.57,14452.59,242.87,1.137,15.95,8.57
5614.38,8615.9,244.37,1.705,14.76,11.53
6046.86,6490.17,199.66,1.086,17.07,9.31
7367.09,5348.78,238.63,1.785,14.28,11.74
3448.83,13977.75,221.16,1.629,17.2,9.1
3727.01,11858.71,206.97,1.368,17.48,9.98
4804.64,12645.0,232.88,0.346,13.92,8.65
5682.12,5790.89,155.96,1.812,13.59,12.42
5847.92,5672.5,174.17,1.643,16.55,10.64
7225.26,9819.23,214.03,0.439,12.56,9.2
2450.14,5174.05,187.16,0.915,14.71,10.09
7277.79,7348.72,239.01,0.908,14.48,8.99
6214.95,12518.21,186.68,0.181,17.3,7.82
2018.67,10803.09,200.42,1.339,14.29,11.29
3850.52,8940.61,177.48,1.764,16.69,10.5
6217.39,5801.67,172.17,1.848,15.47,12.25
5457.39,5667.05,270.75,1.266,17.83,8.38
4777.11,10959.01,267.98,1.271,15.29,9.53
7685.17,11206.33,251.43,0.938,14.93,8.47
3140.97,9111.53,188.3,0.879,17.31,8.96
6546.6,5295.42,269.26,0.576,12.64,9.15
7433.33,12650.86,171.37,1.807,12.86,12.12
5619.67,11661.83,289.49,1.328,15.08,9.73
4746.83,10454.52,232.45,2.291,14.59,12.72
5619.27,14812.33,192.42,0.119,12.21,9.36
